,storeNumber,countryCode,opening_times,closing_times,duration
14499,63506-298109,US,07:00:00,21:00:00,14:00:00
14500,57838-291761,US,06:00:00,21:00:00,15:00:00
14501,52062-275331,US,05:30:00,21:00:00,15:30:00
14502,57616-290624,US,05:30:00,21:00:00,15:30:00
14503,62188-295604,US,05:00:00,20:00:00,15:00:00
14504,54600-286849,US,05:00:00,22:00:00,17:00:00
14505,76850-113070,US,08:00:00,21:00:00,13:00:00
14506,76136-87420,US,08:00:00,21:00:00,13:00:00
14507,7918-71141,US,04:30:00,21:00:00,16:30:00
14508,23175-208204,US,05:00:00,20:00:00,15:00:00
14509,7965-95056,US,04:30:00,20:00:00,15:30:00
14510,73724-102370,US,06:00:00,20:00:00,14:00:00
14511,76485-96785,US,08:00:00,21:00:00,13:00:00
14512,24478-238082,US,05:00:00,21:00:00,16:00:00
14513,2803-277607,US,06:00:00,20:00:00,14:00:00
14514,9677-96171,US,05:00:00,21:00:00,16:00:00
14515,76384-97059,US,08:00:00,21:00:00,13:00:00
14516,7265-253967,US,05:00:00,20:00:00,15:00:00
14517,10621-99381,US,05:00:00,21:00:00,16:00:00
14518,2982-69300,US,05:00:00,22:00:00,17:00:00
14519,56104-289959,US,05:00:00,21:00:00,16:00:00
14520,26976-246065,US,05:30:00,20:30:00,15:00:00
14521,76602-101397,US,07:00:00,21:00:00,14:00:00
14522,7893-83505,US,05:30:00,20:30:00,15:00:00
14523,50447-261625,US,05:30:00,21:30:00,16:00:00
14524,8797-291965,US,05:30:00,14:00:00,08:30:00
14525,22589-221824,US,06:00:00,19:00:00,13:00:00
14526,74768-98727,US,06:00:00,19:00:00,13:00:00
14527,24286-236765,US,04:30:00,22:00:00,17:30:00
14528,48310-262205,US,05:00:00,19:00:00,14:00:00
14529,79691-120705,US,06:00:00,19:00:00,13:00:00
14530,16033-159212,US,08:00:00,21:00:00,13:00:00
14531,5979-283624,US,05:00:00,18:30:00,13:30:00
14532,47139-256164,US,06:00:00,18:00:00,12:00:00
14533,6582-243618,US,04:00:00,20:00:00,16:00:00
14534,73847-106042,US,06:00:00,19:00:00,13:00:00
14535,74209-26810,US,05:00:00,20:00:00,15:00:00
14536,62440-296738,US,05:00:00,20:00:00,15:00:00
14537,22006-106706,US,06:00:00,17:00:00,11:00:00
14538,60030-293810,US,04:30:00,20:00:00,15:30:00
14539,55369-285777,US,05:30:00,21:00:00,15:30:00
14540,50895-273027,US,08:00:00,21:00:00,13:00:00
14541,8584-211506,US,05:30:00,21:30:00,16:00:00
14542,15132-145252,US,06:00:00,16:00:00,10:00:00
14543,68031-302363,US,07:00:00,20:00:00,13:00:00
14544,57782-290494,US,08:00:00,14:00:00,06:00:00
14545,75472-108544,US,07:00:00,20:00:00,13:00:00
14546,23932-186045,US,07:00:00,20:00:00,13:00:00
14547,75390-101183,US,07:30:00,16:00:00,08:30:00
14548,75368-102413,US,07:00:00,22:00:00,15:00:00
14549,51568-276746,US,07:00:00,22:00:00,15:00:00
14550,52892-282085,US,07:30:00,14:30:00,07:00:00
14551,10357-288632,US,05:00:00,21:00:00,16:00:00
14552,67797-302543,US,10:00:00,19:00:00,09:00:00
14553,8580-82626,US,05:00:00,20:00:00,15:00:00
14554,10590-293185,US,05:00:00,21:00:00,16:00:00
14555,8355-16714,US,05:30:00,20:30:00,15:00:00
14556,10820-254262,US,05:30:00,21:00:00,15:30:00
14557,9876-97025,US,05:00:00,20:30:00,15:30:00
14558,22266-215484,US,05:30:00,21:00:00,15:30:00
14559,13565-104511,US,06:00:00,20:00:00,14:00:00
14560,49081-256904,US,05:00:00,21:00:00,16:00:00
14561,8465-37799,US,05:30:00,21:00:00,15:30:00
14562,9828-98276,US,05:30:00,20:00:00,14:30:00
14563,2894-87003,US,05:30:00,21:00:00,15:30:00
14564,2910-91463,US,05:30:00,22:00:00,16:30:00
14565,76400-93189,US,08:00:00,21:00:00,13:00:00
14566,76248-95029,US,08:00:00,21:00:00,13:00:00
14567,5092-145254,US,08:00:00,21:00:00,13:00:00
14568,22553-211424,US,05:30:00,22:00:00,16:30:00
14569,56874-289302,US,05:30:00,21:30:00,16:00:00
14570,14230-108984,US,05:00:00,22:00:00,17:00:00
14571,8258-1536,US,05:00:00,21:00:00,16:00:00
14572,8283-296413,US,06:00:00,19:00:00,13:00:00
14573,8431-37760,US,05:30:00,21:00:00,15:30:00
14574,11255-100617,US,05:30:00,20:30:00,15:00:00
14575,75706-94077,US,05:00:00,13:00:00,08:00:00
14576,72433-5017,US,05:00:00,19:00:00,14:00:00
14577,72434-4617,US,05:00:00,18:00:00,13:00:00
14578,11613-104895,US,07:00:00,20:00:00,13:00:00
14579,10591-101305,US,05:30:00,21:00:00,15:30:00
14580,63556-294977,US,05:00:00,21:00:00,16:00:00
14581,8432-19319,US,05:30:00,21:00:00,15:30:00
14582,8387-10801,US,09:00:00,20:00:00,11:00:00
14583,54440-272165,US,05:30:00,20:00:00,14:30:00
14584,11611-104685,US,05:30:00,20:00:00,14:30:00
14585,20280-145255,US,08:00:00,21:00:00,13:00:00
14586,10153-261764,US,05:00:00,22:00:00,17:00:00
14587,76715-97107,US,08:00:00,21:00:00,13:00:00
14588,17947-179784,US,05:30:00,21:00:00,15:30:00
14589,13563-107228,US,05:30:00,21:00:00,15:30:00
14590,48014-254407,US,05:30:00,20:00:00,14:30:00
14591,76473-97108,US,08:00:00,21:00:00,13:00:00
14592,16858-129325,US,06:00:00,20:00:00,14:00:00
14593,11851-104637,US,05:00:00,21:00:00,16:00:00
14594,72716-39121,US,06:00:00,19:00:00,13:00:00
14595,8679-94466,US,05:00:00,21:00:00,16:00:00
14596,76733-104010,US,08:00:00,21:00:00,13:00:00
14597,49607-270064,US,05:00:00,21:30:00,16:30:00
14598,55440-286511,US,06:00:00,18:00:00,12:00:00
14599,49793-271264,US,05:00:00,22:00:00,17:00:00
14600,51958-280207,US,05:00:00,21:00:00,16:00:00
14601,61498-295667,US,05:00:00,21:00:00,16:00:00
14602,50257-271953,US,06:00:00,19:00:00,13:00:00
14603,61499-295668,US,05:00:00,21:00:00,16:00:00
14604,10742-97942,US,05:00:00,22:00:00,17:00:00
14605,51365-271952,US,06:00:00,19:00:00,13:00:00
14606,29816-255284,US,06:00:00,19:00:00,13:00:00
14607,79274-96626,US,06:00:00,19:00:00,13:00:00
14608,27691-247889,US,06:00:00,20:00:00,14:00:00
14609,59367-293252,US,06:00:00,19:00:00,13:00:00
14610,72998-96630,US,06:30:00,19:00:00,12:30:00
14611,76406-96632,US,08:00:00,21:00:00,13:00:00
14612,17354-176364,US,05:00:00,21:00:00,16:00:00
14613,9025-149385,US,06:00:00,21:00:00,15:00:00
14614,10319-100405,US,06:00:00,19:00:00,13:00:00
14615,53070-281684,US,06:00:00,17:00:00,11:00:00
14616,50841-276396,US,04:30:00,21:00:00,16:30:00
14617,76827-108124,US,08:00:00,21:00:00,13:00:00
14618,18572-186544,US,06:00:00,19:00:00,13:00:00
14619,54307-286290,US,05:00:00,21:00:00,16:00:00
14620,79253-95729,US,06:00:00,21:00:00,15:00:00
14621,18115-177050,US,08:00:00,21:00:00,13:00:00
14622,72735-69660,US,06:00:00,19:00:00,13:00:00
14623,50888-273944,US,04:30:00,17:00:00,12:30:00
14624,18571-186546,US,06:00:00,19:00:00,13:00:00
14625,72741-69180,US,06:00:00,21:00:00,15:00:00
14626,72740-69940,US,06:00:00,21:00:00,15:00:00
14627,72723-59099,US,06:00:00,19:00:00,13:00:00
14628,72733-66400,US,06:00:00,21:00:00,15:00:00
14629,16123-162464,US,06:00:00,19:00:00,13:00:00
14630,76405-96631,US,08:00:00,21:00:00,13:00:00
14631,59368-293261,US,06:00:00,19:00:00,13:00:00
14632,72561-85458,US,06:30:00,19:00:00,12:30:00
14633,10379-100673,US,05:00:00,21:00:00,16:00:00
14634,58273-292380,US,05:00:00,21:00:00,16:00:00
14635,9710-97940,US,05:00:00,20:30:00,15:30:00
14636,8668-94350,US,05:00:00,22:00:00,17:00:00
14637,67803-302622,US,09:00:00,19:00:00,10:00:00
14638,17640-183832,US,08:00:00,20:00:00,12:00:00
14639,72828-74349,US,06:30:00,19:00:00,12:30:00
14640,72717-39120,US,06:00:00,19:00:00,13:00:00
14641,73829-99893,US,06:00:00,20:00:00,14:00:00
14642,76534-100207,US,08:00:00,21:00:00,13:00:00
14643,53376-283924,US,05:00:00,20:30:00,15:30:00
14644,21370-210944,US,05:00:00,20:30:00,15:30:00
14645,50758-227124,US,08:00:00,20:00:00,12:00:00
14646,11521-103582,US,05:00:00,20:30:00,15:30:00
14647,75457-105037,US,07:00:00,20:00:00,13:00:00
14648,10322-100060,US,06:00:00,20:00:00,14:00:00
14649,29011-251216,US,07:00:00,20:00:00,13:00:00
14650,72881-76101,US,06:00:00,20:00:00,14:00:00
14651,14088-115225,US,05:00:00,20:30:00,15:30:00
14652,62951-296422,US,05:00:00,20:00:00,15:00:00
14653,76639-100206,US,08:00:00,21:00:00,13:00:00
14654,13960-88301,US,09:30:00,20:00:00,10:30:00
14655,2702-267194,US,04:30:00,21:00:00,16:30:00
14656,76382-97125,US,08:00:00,21:00:00,13:00:00
14657,22989-222127,US,06:00:00,20:00:00,14:00:00
14658,61846-293804,US,04:30:00,21:00:00,16:30:00
14659,25355-72805,US,09:00:00,20:00:00,11:00:00
14660,54893-283826,US,06:00:00,18:00:00,12:00:00
14661,21273-209564,US,06:00:00,14:00:00,08:00:00
14662,21456-209565,US,06:00:00,14:00:00,08:00:00
14663,60969-295180,US,05:00:00,23:00:00,18:00:00
14664,76415-96610,US,08:00:00,20:00:00,12:00:00
14665,2315-255990,US,05:30:00,17:00:00,11:30:00
14666,2509-290466,US,05:00:00,22:00:00,17:00:00
14667,28181-250429,US,05:00:00,18:00:00,13:00:00
14668,27456-74435,US,07:00:00,20:00:00,13:00:00
14669,76783-108116,US,08:00:00,21:00:00,13:00:00
14670,24894-239195,US,06:00:00,20:00:00,14:00:00
14671,13205-104538,US,05:00:00,16:00:00,11:00:00
14672,76571-101530,US,08:00:00,21:00:00,13:00:00
14673,76764-102487,US,08:00:00,21:00:00,13:00:00
14674,2333-4740,US,05:30:00,17:00:00,11:30:00
14675,55622-286307,US,05:00:00,20:00:00,15:00:00
14676,47472-258424,US,07:00:00,19:00:00,12:00:00
14677,21528-193546,US,07:00:00,14:00:00,07:00:00
14678,76740-99373,US,08:00:00,21:00:00,13:00:00
14679,61733-293080,US,06:00:00,15:00:00,09:00:00
14680,2316-246204,US,05:30:00,14:00:00,08:30:00
14681,58935-292606,US,06:00:00,18:00:00,12:00:00
14682,2580-268044,US,05:30:00,22:00:00,16:30:00
14683,59265-291176,US,06:00:00,19:00:00,13:00:00
14684,19470-199298,US,08:00:00,21:00:00,13:00:00
14685,14999-155224,US,05:30:00,20:30:00,15:00:00
14686,2390-12002,US,06:00:00,18:00:00,12:00:00
14687,52327-279946,US,07:00:00,17:00:00,10:00:00
14688,3573-137531,US,08:00:00,16:00:00,08:00:00
14689,2536-27088,US,06:00:00,14:00:00,08:00:00
14690,13269-106369,US,05:30:00,19:00:00,13:30:00
14691,22487-221468,US,05:30:00,20:00:00,14:30:00
14692,19208-197884,US,05:00:00,20:00:00,15:00:00
14693,48486-263338,US,06:00:00,20:00:00,14:00:00
14694,7789-69284,US,05:00:00,21:00:00,16:00:00
14695,59535-293155,US,06:00:00,20:00:00,14:00:00
14696,58219-292220,US,06:00:00,19:00:00,13:00:00
14697,7591-285851,US,05:00:00,19:00:00,14:00:00
14698,61476-295685,US,08:00:00,22:00:00,14:00:00
14699,58599-262312,US,08:00:00,15:00:00,07:00:00
14700,75735-94538,US,06:00:00,20:00:00,14:00:00
14702,25465-241066,US,07:00:00,13:00:00,06:00:00
14703,29984-255427,US,09:00:00,20:00:00,11:00:00
14704,52278-281222,US,05:00:00,16:00:00,11:00:00
14705,8187-151764,US,08:00:00,21:00:00,13:00:00
14706,48025-261048,US,05:00:00,21:00:00,16:00:00
14707,2947-92700,US,05:30:00,19:00:00,13:30:00
14708,74565-76061,US,06:00:00,20:00:00,14:00:00
14709,53901-285820,US,05:30:00,18:00:00,12:30:00
14710,24488-231484,US,06:00:00,19:00:00,13:00:00
14711,29564-254246,US,05:00:00,20:00:00,15:00:00
14712,23270-228345,US,06:00:00,12:00:00,06:00:00
14713,48666-257226,US,07:00:00,17:00:00,10:00:00
14714,51711-262311,US,07:00:00,16:00:00,09:00:00
14715,61994-295907,US,05:00:00,21:00:00,16:00:00
14716,7775-57239,US,05:00:00,15:00:00,10:00:00
14717,78018-111227,US,06:00:00,18:00:00,12:00:00
14718,55017-286422,US,07:00:00,16:00:00,09:00:00
14719,75591-78940,US,06:00:00,18:00:00,12:00:00
14720,76340-95747,US,08:00:00,21:00:00,13:00:00
14721,17302-175085,US,06:00:00,18:00:00,12:00:00
14722,66141-300400,US,05:00:00,20:00:00,15:00:00
14723,61616-295457,US,06:00:00,20:00:00,14:00:00
14724,75835-98409,US,06:00:00,18:00:00,12:00:00
14725,27878-246104,US,05:30:00,19:00:00,13:30:00
14726,17515-165029,US,08:00:00,21:00:00,13:00:00
14727,79383-102966,US,06:00:00,21:00:00,15:00:00
14728,18021-100541,US,05:00:00,20:00:00,15:00:00
14729,22827-211624,US,05:30:00,21:00:00,15:30:00
14730,18901-192144,US,09:00:00,21:00:00,12:00:00
14731,19054-101524,US,06:00:00,20:00:00,14:00:00
14732,21133-146370,US,07:30:00,22:00:00,14:30:00
14733,47828-259907,US,05:00:00,20:00:00,15:00:00
14734,56446-289806,US,05:00:00,20:00:00,15:00:00
14735,10756-100539,US,04:30:00,21:00:00,16:30:00
14736,75834-98410,US,06:30:00,17:00:00,10:30:00
14737,54057-280713,US,05:00:00,20:30:00,15:30:00
14738,13758-108076,US,05:00:00,22:00:00,17:00:00
14739,15957-157366,US,07:00:00,20:00:00,13:00:00
14740,61734-295504,US,06:00:00,20:00:00,14:00:00
14741,2707-82844,US,05:00:00,21:00:00,16:00:00
14742,48055-259284,US,07:00:00,18:00:00,11:00:00
14743,26004-237601,US,06:00:00,20:00:00,14:00:00
14744,58274-292289,US,05:00:00,21:00:00,16:00:00
14745,47261-240826,US,06:00:00,20:00:00,14:00:00
14746,58689-292906,US,05:00:00,21:00:00,16:00:00
14747,10646-101838,US,04:30:00,22:00:00,17:30:00
14748,6172-148992,US,06:00:00,20:00:00,14:00:00
14749,19789-195024,US,04:30:00,21:00:00,16:30:00
14750,17948-182404,US,08:00:00,21:00:00,13:00:00
14751,8996-95185,US,04:30:00,21:00:00,16:30:00
14752,26128-102998,US,06:00:00,20:00:00,14:00:00
14753,47962-259732,US,06:00:00,20:00:00,14:00:00
14754,56043-289932,US,04:30:00,21:00:00,16:30:00
14755,8347-9117,US,04:30:00,21:00:00,16:30:00
14756,8551-75322,US,05:00:00,21:00:00,16:00:00
14757,13654-107163,US,05:30:00,12:00:00,06:30:00
14758,47123-256384,US,06:00:00,20:00:00,14:00:00
14759,2417-14470,US,05:00:00,21:30:00,16:30:00
14760,2605-36539,US,06:00:00,19:00:00,13:00:00
14761,72661-64960,US,08:00:00,20:00:00,12:00:00
14762,62012-296387,US,05:30:00,20:00:00,14:30:00
14763,52740-264330,US,06:00:00,19:00:00,13:00:00
14764,29142-213864,US,06:00:00,20:00:00,14:00:00
14765,63039-296686,US,05:30:00,20:00:00,14:30:00
14766,57107-289976,US,06:30:00,19:00:00,12:30:00
14767,79439-106730,US,06:00:00,20:00:00,14:00:00
14768,53870-278487,US,06:00:00,20:00:00,14:00:00
14769,2442-245065,US,05:30:00,12:00:00,06:30:00
14770,29787-251509,US,06:00:00,20:00:00,14:00:00
14771,11522-104288,US,05:00:00,20:00:00,15:00:00
14772,9882-97876,US,05:00:00,21:00:00,16:00:00
14773,3879-143227,US,08:00:00,20:00:00,12:00:00
14774,54415-279810,US,06:00:00,20:00:00,14:00:00
14775,26708-242348,US,06:00:00,20:00:00,14:00:00
14776,9654-96559,US,05:30:00,20:30:00,15:00:00
14777,59789-291069,US,08:00:00,20:00:00,12:00:00
14778,63848-298427,US,06:00:00,19:00:00,13:00:00
14779,13652-107519,US,05:30:00,21:00:00,15:30:00
14780,49410-264765,US,06:00:00,20:00:00,14:00:00
14781,2677-298137,US,05:00:00,20:00:00,15:00:00
14783,10034-97362,US,05:00:00,20:00:00,15:00:00
14784,48527-263464,US,05:30:00,19:00:00,13:30:00
14785,76117-90266,US,08:00:00,20:00:00,12:00:00
14786,55979-288857,US,06:00:00,19:00:00,13:00:00
14787,58939-293144,US,07:00:00,16:00:00,09:00:00
14788,17992-174545,US,02:00:00,02:15:00,00:15:00
14789,2326-2072,US,05:30:00,21:00:00,15:30:00
14790,10832-103187,US,05:00:00,21:00:00,16:00:00
14791,72958-74459,US,06:00:00,19:00:00,13:00:00
14792,28054-247306,US,06:00:00,19:00:00,13:00:00
14793,2292-196087,US,05:00:00,20:00:00,15:00:00
14794,10740-102034,US,10:00:00,20:00:00,10:00:00
14795,2490-26287,US,05:00:00,18:00:00,13:00:00
14796,61024-292785,US,06:00:00,19:00:00,13:00:00
14797,2313-244944,US,05:30:00,20:00:00,14:30:00
14798,75848-100198,US,06:00:00,12:00:00,06:00:00
14799,56396-286348,US,06:30:00,14:00:00,07:30:00
14800,11627-105324,US,05:30:00,20:00:00,14:30:00
14801,55001-235864,US,06:00:00,20:00:00,14:00:00
14802,61428-294425,US,05:00:00,20:00:00,15:00:00
14803,23135-217344,US,05:00:00,19:00:00,14:00:00
14804,9268-95554,US,05:30:00,20:00:00,14:30:00
14805,3992-147374,US,08:00:00,21:00:00,13:00:00
14806,10692-102130,US,05:00:00,21:30:00,16:30:00
14807,16920-176887,US,08:00:00,21:00:00,13:00:00
14808,60937-290093,US,07:00:00,22:00:00,15:00:00
14809,52589-276804,US,07:00:00,22:00:00,15:00:00
14810,8671-93691,US,05:30:00,13:00:00,07:30:00
14811,51250-277104,US,05:30:00,21:00:00,15:30:00
14812,22357-217607,US,06:00:00,20:00:00,14:00:00
14813,29697-254829,US,05:30:00,21:30:00,16:00:00
14814,17892-156264,US,08:00:00,21:00:00,13:00:00
14815,8876-93139,US,05:30:00,21:30:00,16:00:00
14816,76758-108112,US,07:00:00,21:00:00,14:00:00
14817,72923-95691,US,06:00:00,20:00:00,14:00:00
14818,48924-265804,US,05:30:00,17:00:00,11:30:00
14819,51809-133404,US,06:00:00,20:00:00,14:00:00
14820,47964-254404,US,06:00:00,20:00:00,14:00:00
14821,59402-292626,US,05:00:00,19:00:00,14:00:00
14822,63847-295054,US,06:00:00,21:00:00,15:00:00
14823,29010-248688,US,06:00:00,20:00:00,14:00:00
14824,13773-108477,US,05:00:00,21:00:00,16:00:00
14825,3572-86323,US,07:00:00,00:00:00,17:00:00
14826,72579-101480,US,06:00:00,20:00:00,14:00:00
14827,22828-224024,US,05:00:00,21:00:00,16:00:00
14828,10698-102250,US,05:00:00,22:00:00,17:00:00
14829,11821-105184,US,05:00:00,21:00:00,16:00:00
14830,23685-232353,US,08:00:00,21:00:00,13:00:00
14831,53025-284006,US,05:00:00,21:00:00,16:00:00
14832,21373-211486,US,04:30:00,21:00:00,16:30:00
14833,76574-100203,US,08:00:00,21:00:00,13:00:00
14834,11294-103820,US,05:00:00,22:00:00,17:00:00
14835,24573-237624,US,04:30:00,21:00:00,16:30:00
14836,9805-97270,US,04:00:00,20:00:00,16:00:00
14837,10574-101089,US,05:00:00,21:00:00,16:00:00
14838,51517-277466,US,05:00:00,17:00:00,12:00:00
14839,52018-277726,US,06:00:00,18:00:00,12:00:00
14840,6300-1937,US,05:00:00,22:00:00,17:00:00
14841,14136-106889,US,05:30:00,20:00:00,14:30:00
14842,76798-108308,US,08:00:00,21:00:00,13:00:00
14843,13242-106834,US,05:30:00,20:30:00,15:00:00
14844,13288-105702,US,05:00:00,19:00:00,14:00:00
14845,63461-297608,US,06:00:00,19:00:00,13:00:00
14846,16979-171687,US,06:00:00,18:00:00,12:00:00
14847,76854-111233,US,08:00:00,21:00:00,13:00:00
14848,72588-103418,US,06:00:00,20:00:00,14:00:00
14849,8664-94423,US,05:00:00,21:00:00,16:00:00
14851,10190-99994,US,05:00:00,21:00:00,16:00:00
14852,50314-271728,US,05:30:00,21:00:00,15:30:00
14853,76152-89122,US,08:00:00,21:00:00,13:00:00
14854,22269-215485,US,05:00:00,21:00:00,16:00:00
14855,76665-99836,US,08:00:00,21:00:00,13:00:00
14856,10235-112366,US,05:30:00,20:30:00,15:00:00
14857,8601-245008,US,05:30:00,21:00:00,15:30:00
14858,13829-108665,US,05:00:00,21:00:00,16:00:00
14859,49083-261486,US,05:30:00,20:00:00,14:30:00
14860,76831-108131,US,08:00:00,21:00:00,13:00:00
14861,8494-62181,US,05:30:00,21:00:00,15:30:00
14862,8357-10800,US,05:30:00,20:00:00,14:30:00
14863,8248-273741,US,05:30:00,22:00:00,16:30:00
14864,8235-1067,US,05:30:00,20:00:00,14:30:00
14865,8334-12112,US,05:30:00,20:00:00,14:30:00
14866,10354-100248,US,05:30:00,20:30:00,15:00:00
14867,11605-102741,US,10:00:00,19:00:00,09:00:00
14868,8307-7052,US,06:00:00,19:00:00,13:00:00
14869,8354-4092,US,05:30:00,22:00:00,16:30:00
14870,75289-44839,US,07:30:00,19:00:00,11:30:00
14871,8261-1535,US,06:00:00,22:00:00,16:00:00
14872,8376-23235,US,06:00:00,18:00:00,12:00:00
14873,8262-241406,US,05:00:00,21:00:00,16:00:00
14874,8588-85183,US,05:30:00,19:00:00,13:30:00
14875,8257-191205,US,05:00:00,21:00:00,16:00:00
14876,27030-239809,US,05:30:00,20:30:00,15:00:00
14877,62036-295964,US,07:30:00,15:30:00,08:00:00
14878,56911-290852,US,08:00:00,20:00:00,12:00:00
14879,7960-95872,US,06:00:00,19:00:00,13:00:00
14880,56917-289229,US,08:00:00,20:00:00,12:00:00
14881,9913-98595,US,05:00:00,18:00:00,13:00:00
14882,61165-294266,US,05:30:00,22:00:00,16:30:00
14883,9494-244905,US,05:00:00,22:00:00,17:00:00
14884,76143-89130,US,08:00:00,21:00:00,13:00:00
14885,11786-104964,US,05:00:00,22:00:00,17:00:00
14886,59695-293965,US,06:00:00,18:00:00,12:00:00
14887,59435-292718,US,05:00:00,21:00:00,16:00:00
14888,58335-292338,US,06:00:00,21:00:00,15:00:00
14889,47267-251698,US,06:00:00,20:00:00,14:00:00
14890,6488-53879,US,05:00:00,19:00:00,14:00:00
14891,65973-299432,US,05:00:00,20:00:00,15:00:00
14892,73502-69562,US,05:00:00,21:00:00,16:00:00
14893,541-288874,US,05:00:00,22:00:00,17:00:00
14894,24594-237149,US,07:00:00,21:00:00,14:00:00
14895,6671-17216,US,05:00:00,22:00:00,17:00:00
14896,19835-195004,US,05:00:00,20:00:00,15:00:00
14897,5450-256927,US,05:00:00,21:00:00,16:00:00
14898,19633-178489,US,08:00:00,14:00:00,06:00:00
14899,50777-262308,US,07:00:00,21:00:00,14:00:00
14900,70070-103406,US,07:00:00,21:00:00,14:00:00
14901,5525-1668,US,05:00:00,21:00:00,16:00:00
14902,11959-105646,US,05:00:00,21:00:00,16:00:00
14903,76372-97080,US,08:00:00,21:00:00,13:00:00
14904,22434-217505,US,05:00:00,21:00:00,16:00:00
14905,2588-51399,US,05:30:00,21:00:00,15:30:00
14907,20078-194451,US,06:00:00,20:00:00,14:00:00
14908,47411-250258,US,07:00:00,19:00:00,12:00:00
14909,2485-23407,US,05:00:00,18:00:00,13:00:00
14910,11166-97892,US,05:00:00,20:00:00,15:00:00
14911,23683-232506,US,08:00:00,20:00:00,12:00:00
14912,79628-107174,US,05:30:00,19:30:00,14:00:00
14913,6625-64339,US,05:00:00,21:00:00,16:00:00
14914,9492-96993,US,05:00:00,21:00:00,16:00:00
14915,74338-116385,US,06:00:00,19:00:00,13:00:00
14916,57477-288802,US,07:30:00,15:00:00,07:30:00
14917,26927-167844,US,05:00:00,22:00:00,17:00:00
14918,9903-98975,US,04:30:00,20:30:00,16:00:00
14919,13399-103343,US,05:00:00,20:00:00,15:00:00
14920,74962-102356,US,05:30:00,19:30:00,14:00:00
14921,11828-104527,US,05:00:00,21:00:00,16:00:00
14922,10581-100395,US,05:00:00,19:00:00,14:00:00
14923,24030-231626,US,05:00:00,19:30:00,14:30:00
14924,6639-67720,US,05:00:00,21:00:00,16:00:00
14925,72776-73881,US,06:00:00,17:00:00,11:00:00
14926,3486-93616,US,05:00:00,21:00:00,16:00:00
14927,2341-2483,US,06:00:00,13:30:00,07:30:00
14928,72669-48339,US,08:00:00,17:00:00,09:00:00
14929,16152-165904,US,06:30:00,14:00:00,07:30:00
14930,263-1496,US,06:00:00,17:00:00,11:00:00
14931,61584-296019,US,06:00:00,19:00:00,13:00:00
14932,8922-95305,US,05:00:00,20:00:00,15:00:00
14933,20790-208086,US,08:00:00,20:00:00,12:00:00
14934,29841-254985,US,08:00:00,20:00:00,12:00:00
14935,55343-289045,US,06:00:00,18:00:00,12:00:00
14936,17380-177067,US,08:00:00,21:00:00,13:00:00
14937,51531-264584,US,07:00:00,19:00:00,12:00:00
14938,53614-276788,US,08:00:00,12:00:00,04:00:00
14939,65231-298836,US,06:00:00,18:00:00,12:00:00
14940,2452-229484,US,06:00:00,20:00:00,14:00:00
14941,76974-96449,US,07:00:00,21:00:00,14:00:00
14942,262-1495,US,06:00:00,16:30:00,10:30:00
14943,55967-288785,US,06:00:00,19:00:00,13:00:00
14944,75137-68162,US,07:00:00,19:00:00,12:00:00
14945,76856-110956,US,08:00:00,21:00:00,13:00:00
14946,11052-101175,US,05:00:00,20:30:00,15:30:00
14947,11804-106463,US,05:00:00,20:30:00,15:30:00
14948,76593-97973,US,08:00:00,21:00:00,13:00:00
14949,62953-296836,US,05:00:00,20:30:00,15:30:00
14950,10382-95369,US,05:30:00,20:30:00,15:00:00
