storeNumber,opening_times
2588-51399,5:30:00
20078-194451,6:00:00
47411-250258,7:00:00
2485-23407,5:00:00
11166-97892,5:00:00
23683-232506,8:00:00
79628-107174,5:30:00
6625-64339,5:00:00
9492-96993,5:00:00
74338-116385,6:00:00
57477-288802,7:30:00
26927-167844,5:00:00
9903-98975,4:30:00
13399-103343,5:00:00
74962-102356,5:30:00
11828-104527,5:00:00
10581-100395,5:00:00
24030-231626,5:00:00
6639-67720,5:00:00
72776-73881,6:00:00
3486-93616,5:00:00
2341-2483,6:00:00
72669-48339,8:00:00
16152-165904,6:30:00
263-1496,6:00:00
61584-296019,6:00:00
8922-95305,5:00:00
20790-208086,8:00:00
29841-254985,8:00:00
55343-289045,6:00:00
17380-177067,8:00:00
51531-264584,7:00:00
53614-276788,8:00:00
65231-298836,6:00:00
2452-229484,6:00:00
76974-96449,7:00:00
262-1495,6:00:00
55967-288785,6:00:00
75137-68162,7:00:00
76856-110956,8:00:00
11052-101175,5:00:00
11804-106463,5:00:00
76593-97973,8:00:00
62953-296836,5:00:00
10382-95369,5:30:00
20792-208088,8:00:00
9990-97365,5:00:00
2697-83068,5:00:00
2731-80700,5:00:00
22191-212244,10:30:00
2475-26307,5:00:00
3983-147373,8:00:00
76794-108111,8:00:00
52036-274106,7:30:00
9917-97040,5:00:00
7994-95384,5:30:00
72402-3649,6:00:00
22726-220225,10:00:00
55028-280525,5:30:00
48190-261666,6:00:00
26923-241307,6:00:00
76839-111891,7:00:00
58252-292389,5:30:00
11424-105354,9:00:00
9720-97999,5:30:00
18559-163024,7:00:00
7583-21762,5:00:00
25229-94533,6:00:00
58883-286588,5:30:00
56223-288621,5:30:00
52420-281364,5:30:00
17376-180584,8:00:00
76763-100175,7:00:00
52033-279767,7:00:00
61922-295834,5:30:00
48349-260555,5:30:00
16922-176606,8:00:00
75890-103957,7:00:00
11932-106159,6:30:00
10395-100795,5:30:00
57607-289937,6:00:00
13456-106319,5:00:00
76522-99371,8:00:00
2348-255388,5:00:00
2577-48819,5:00:00
29661-254738,5:00:00
76413-96612,8:00:00
10049-99147,5:00:00
25031-239605,5:00:00
75528-56319,6:00:00
76858-111527,8:00:00
2598-290288,5:00:00
29649-254664,5:00:00
2534-298111,6:00:00
57456-289710,5:00:00
2406-282369,5:00:00
19870-129824,8:00:00
64724-298112,6:00:00
52521-282364,5:00:00
19443-197088,8:00:00
8796-95057,6:00:00
62955-297363,6:00:00
2692-83761,6:00:00
72849-93955,6:00:00
2324-239745,5:00:00
2618-50059,5:30:00
2303-1293,0:00:00
75224-93773,7:30:00
2265-1295,5:00:00
10208-98599,5:00:00
49992-270464,6:30:00
50952-276724,6:00:00
2300-149264,6:00:00
76838-111526,8:00:00
20083-195684,5:30:00
75576-69581,6:00:00
75577-69580,6:00:00
56352-289709,5:00:00
50412-266011,6:00:00
76891-127001,8:00:00
10855-102737,5:00:00
74377-90502,6:00:00
76899-131225,8:00:00
5538-160400,4:30:00
6825-83251,5:00:00
47567-258846,5:00:00
75982-107258,6:00:00
74391-90572,6:00:00
6595-40765,5:00:00
5227-275964,5:00:00
22181-214824,5:00:00
6826-40766,5:00:00
79507-103369,6:00:00
16675-155371,5:00:00
15778-159191,8:00:00
5943-254308,4:30:00
79558-103613,6:00:00
74608-91322,6:00:00
25052-234624,4:30:00
8618-93430,5:00:00
655-262204,4:30:00
29373-251746,5:00:00
9388-96401,5:00:00
6892-84700,4:30:00
76356-97155,8:00:00
621-344,5:00:00
74886-100489,6:00:00
10430-279239,5:00:00
22276-217904,8:00:00
22257-196805,4:30:00
6670-187764,4:30:00
74739-98380,6:00:00
48524-263405,5:00:00
9592-97504,5:00:00
74821-98382,6:00:00
5621-1837,5:00:00
74788-98373,6:00:00
6771-78101,4:30:00
26639-244261,5:00:00
5452-1532,4:30:00
25207-237782,8:00:00
22596-222524,6:00:00
76886-121688,8:00:00
72780-74422,6:00:00
11147-103817,5:00:00
72870-92342,7:00:00
28845-251386,5:30:00
7776-239424,5:30:00
76814-111888,8:00:00
788-239584,5:30:00
23324-220988,6:00:00
7732-286796,6:00:00
55156-288563,7:00:00
796-283084,5:00:00
29701-179005,4:30:00
74574-79834,6:00:00
76328-97203,8:00:00
51992-276512,5:00:00
59722-293795,4:30:00
21686-214165,5:00:00
616-341,5:00:00
17404-175104,5:00:00
10906-103100,5:00:00
20773-105725,7:00:00
54417-286634,5:30:00
15030-156826,4:00:00
244-1484,5:00:00
72317-5705,4:30:00
72326-5711,5:30:00
72245-35979,4:00:00
2461-22122,5:00:00
26705-235926,7:00:00
72323-5709,5:00:00
72403-3869,5:30:00
72384-5713,5:30:00
20748-203824,9:00:00
53772-279229,6:00:00
75825-92904,5:30:00
47593-258944,4:30:00
63611-297862,6:00:00
22861-222805,4:30:00
29862-254944,5:00:00
75845-97003,6:00:00
61266-294220,6:30:00
2678-72611,6:00:00
67546-302309,7:00:00
79244-96222,6:00:00
13903-108317,4:30:00
496-267824,4:30:00
72708-33980,6:00:00
2866-25929,5:00:00
74303-77222,6:00:00
14026-108060,4:00:00
442-15,5:30:00
13267-104560,4:30:00
52264-280990,7:00:00
58510-288719,4:30:00
73438-22008,6:00:00
55384-286692,5:00:00
73479-40442,6:00:00
72991-93502,6:00:00
13325-104562,5:00:00
60651-290902,8:00:00
26784-245565,5:00:00
14031-108061,5:00:00
65445-299548,6:00:00
15555-137086,6:00:00
2794-85624,4:30:00
74325-79122,6:00:00
478-2786,5:00:00
447-896,5:00:00
73188-21449,6:00:00
24162-229345,5:00:00
51249-276065,5:30:00
17698-185245,8:00:00
48067-254205,6:00:00
22424-213024,4:30:00
79724-101471,6:00:00
3381-66100,5:00:00
76435-95413,8:00:00
50833-271265,5:00:00
13613-106969,5:30:00
50600-258592,5:30:00
9648-96552,5:30:00
2727-87505,5:30:00
55258-281837,8:00:00
13952-108223,5:30:00
25140-240095,5:00:00
11505-104425,5:30:00
21677-74483,7:30:00
26120-162508,7:00:00
65431-294219,7:00:00
10636-98525,5:00:00
57213-289946,5:00:00
54748-288479,5:30:00
10448-98526,5:00:00
53846-286067,6:00:00
11501-104316,6:00:00
23264-137467,7:00:00
62736-296330,5:00:00
2656-66520,5:00:00
54452-286641,5:00:00
11922-105252,5:00:00
54165-284484,7:00:00
23557-230825,6:00:00
14270-113849,5:00:00
6775-75980,5:00:00
58874-292811,5:00:00
49574-267863,6:00:00
60659-294534,6:00:00
62790-296016,5:00:00
29136-252013,5:00:00
49573-267861,6:00:00
65453-299176,6:00:00
49583-267864,6:00:00
56522-289841,6:00:00
51727-264644,7:00:00
9934-252624,5:00:00
76695-102496,8:00:00
52281-280488,5:00:00
11860-105901,5:00:00
23119-224627,7:30:00
52994-280636,6:00:00
62791-296017,5:00:00
58512-291587,5:00:00
29466-253487,6:00:00
49584-267867,7:00:00
29025-252167,6:00:00
74677-51839,6:00:00
367-98550,5:00:00
9939-98166,5:00:00
3299-11377,5:30:00
76157-94199,7:00:00
79295-96480,6:00:00
27096-242346,6:00:00
14440-116664,4:30:00
11661-103515,5:00:00
76672-104564,7:00:00
74835-100102,6:00:00
3305-9639,4:30:00
61895-295545,4:30:00
74700-97010,6:00:00
9733-95149,8:00:00
11157-103655,4:00:00
29097-249405,5:00:00
3290-8505,4:30:00
16456-84474,7:30:00
72883-90742,6:00:00
49450-269264,5:30:00
29721-255066,5:00:00
21895-215765,8:00:00
29855-255554,6:00:00
22363-220008,6:00:00
17894-182670,6:00:00
58025-291899,6:00:00
10237-98733,5:30:00
58028-291900,6:00:00
13590-107445,6:00:00
16055-161504,7:30:00
47688-258071,9:00:00
57031-207431,7:30:00
7822-70881,6:00:00
56679-290469,6:00:00
9774-98337,6:00:00
50536-197089,8:00:00
17208-172184,7:00:00
13949-109207,5:00:00
72651-46899,7:00:00
49335-258589,6:00:00
9560-97238,5:30:00
2699-83422,5:00:00
75637-84387,6:30:00
9463-96686,6:00:00
52529-282444,6:00:00
875-1777,5:30:00
57033-290780,11:00:00
7531-11037,6:00:00
883-1775,5:30:00
7564-15894,6:30:00
29352-253344,5:00:00
801-1782,7:00:00
857-1779,5:00:00
830-1760,5:00:00
822-1781,5:30:00
66483-300634,7:00:00
49088-266966,7:00:00
24093-234965,6:00:00
7544-27387,5:30:00
872-1783,5:30:00
8742-93728,6:00:00
58686-292788,6:30:00
75728-95019,6:00:00
8509-177984,5:00:00
47391-255354,5:30:00
11617-104966,5:00:00
11531-104304,6:00:00
23424-230204,5:00:00
76403-93246,8:00:00
7835-68480,5:00:00
13815-96547,5:00:00
73841-121689,6:00:00
61432-295321,5:30:00
20757-186525,5:00:00
12954-153666,4:30:00
57604-289495,4:30:00
26363-243992,6:00:00
19032-182068,5:00:00
10703-101354,5:00:00
59804-290912,7:00:00
20321-204364,5:00:00
22873-222264,6:00:00
49728-250764,6:00:00
28132-247129,5:00:00
13989-108295,5:00:00
74211-17927,6:00:00
74387-119304,6:00:00
24843-237494,6:00:00
9402-95636,4:30:00
47949-259684,6:00:00
5919-237353,4:30:00
10491-100667,5:00:00
55609-288910,5:00:00
6817-83249,5:00:00
76915-130367,8:00:00
14504-108369,5:00:00
7977-93612,4:30:00
3420-93705,5:00:00
24561-227685,5:00:00
55669-288827,6:30:00
19918-202884,8:00:00
54075-255548,6:00:00
14137-113152,5:30:00
15954-152665,6:00:00
29160-251424,6:00:00
8630-75222,5:00:00
10196-98736,5:30:00
50204-241590,6:00:00
66071-299659,6:00:00
63900-296742,6:30:00
10730-102458,5:00:00
73822-120484,6:00:00
29209-252186,5:30:00
79285-100849,6:00:00
15822-141205,6:00:00
11768-104423,5:00:00
18280-147686,7:00:00
53730-249614,7:00:00
19668-195745,7:00:00
16458-168766,7:00:00
19476-201164,6:00:00
56888-290447,5:30:00
56069-289238,5:30:00
17084-172564,5:00:00
52135-279233,6:00:00
63571-298205,6:00:00
65458-296763,5:30:00
65073-297901,5:30:00
58027-291901,6:00:00
11984-104952,4:30:00
6635-63359,5:00:00
6885-279865,4:30:00
21646-209784,4:30:00
15746-160304,5:00:00
20279-173852,6:00:00
5907-254777,4:00:00
6722-265245,4:30:00
21650-213844,4:00:00
50882-276493,5:00:00
2372-8853,0:00:00
76178-93198,8:00:00
78073-106971,6:00:00
9604-97206,5:30:00
10271-99778,5:30:00
18029-182674,6:00:00
22310-218126,6:00:00
72637-32280,8:00:00
11513-104301,5:30:00
76799-108309,8:00:00
11357-103956,5:30:00
47251-251624,6:00:00
13854-108469,5:30:00
14540-119825,6:00:00
531-475,5:30:00
9976-96246,5:30:00
13680-107883,5:30:00
75719-95574,7:00:00
14122-110924,5:30:00
9994-91072,5:30:00
75490-247808,7:00:00
72449-8937,7:00:00
60963-294746,7:00:00
3447-94619,5:00:00
22896-219072,8:00:00
56857-286737,6:00:00
9785-292970,5:00:00
25094-227626,5:00:00
17002-175727,8:00:00
29554-245344,7:00:00
65030-297277,5:30:00
61957-296309,7:00:00
75473-106433,7:30:00
13329-106767,6:00:00
10082-99076,7:00:00
59797-290582,7:00:00
2955-92701,9:00:00
11937-99368,5:30:00
10083-99628,5:00:00
61921-295473,5:30:00
27922-246689,7:00:00
65832-300323,8:00:00
13263-106974,6:00:00
75273-97583,5:00:00
54182-286443,4:30:00
11445-251305,4:30:00
74599-87828,6:00:00
5301-219,5:30:00
51757-279004,5:00:00
5705-7827,5:00:00
16782-10773,5:00:00
52847-253491,5:00:00
13624-106909,5:00:00
2209-658,5:00:00
23753-154129,11:00:00
76441-90372,7:00:00
17498-147376,7:30:00
23000-226785,6:00:00
2488-21281,6:00:00
72645-32261,7:00:00
21376-209526,6:00:00
76771-108255,7:00:00
2211-236704,5:00:00
10156-99311,5:30:00
49710-266984,6:30:00
2462-18999,6:00:00
20341-204767,7:00:00
55976-289397,6:00:00
57157-290851,5:00:00
65573-299678,6:00:00
25515-241175,4:30:00
27985-249186,5:30:00
56276-289226,7:00:00
20425-204771,7:00:00
8777-94367,5:30:00
3577-102132,6:00:00
13187-152144,6:45:00
5699-5388,4:30:00
8623-3198,4:30:00
74477-67020,5:30:00
61452-295631,8:00:00
20224-203884,5:00:00
6936-88821,5:00:00
27271-180847,5:00:00
79764-107537,6:00:00
74642-80100,6:00:00
23475-230544,5:00:00
27057-242284,5:00:00
76320-96020,8:00:00
6240-684,5:30:00
6338-12248,5:00:00
6292-1804,5:00:00
75883-100937,6:30:00
75838-83161,6:30:00
75488-108421,7:30:00
66055-299955,6:00:00
16239-166644,6:00:00
54551-286722,5:00:00
72713-39100,6:00:00
17418-162467,6:00:00
17635-183836,8:00:00
13956-109045,4:30:00
72715-117534,6:00:00
48198-262066,5:30:00
55139-288946,7:00:00
72789-74344,6:30:00
2661-68041,5:00:00
8181-141444,6:00:00
72986-96628,6:30:00
21281-198344,6:00:00
11878-105181,5:30:00
54874-288619,5:00:00
59369-293260,6:00:00
25718-108422,8:30:00
72915-93016,6:30:00
72714-39122,6:00:00
50254-272909,6:00:00
19228-186545,6:00:00
26877-242964,5:00:00
14463-119484,5:00:00
9686-96963,4:00:00
47055-256550,5:00:00
6914-73214,3:30:00
9286-95586,5:00:00
13993-113968,4:30:00
11284-103571,5:00:00
48987-265404,5:00:00
73770-104071,7:00:00
59412-293615,5:00:00
75239-74503,7:30:00
17637-183829,6:00:00
53845-286047,5:00:00
79461-104069,7:00:00
17617-170584,7:00:00
76616-100211,8:00:00
13714-105548,5:00:00
48900-254804,7:00:00
51254-277191,5:00:00
61227-295641,5:00:00
61845-295642,5:00:00
76375-96994,8:00:00
27892-248045,5:30:00
76564-96763,8:00:00
47362-256704,5:00:00
10634-101745,5:00:00
18244-180585,6:00:00
63610-298006,6:00:00
57238-291230,5:00:00
24173-212246,7:00:00
2827-87440,5:30:00
53523-277884,6:00:00
48892-247368,6:00:00
55372-289207,4:30:00
50782-253644,6:00:00
8414-18705,5:30:00
9911-98894,5:00:00
2205-1473,6:00:00
11541-103628,5:30:00
19223-105642,6:00:00
79209-93057,6:00:00
57884-291461,5:30:00
76678-104494,8:00:00
55732-285706,6:00:00
15953-102925,6:00:00
56916-289578,8:00:00
72786-74440,7:00:00
2867-90263,5:30:00
58838-292047,5:00:00
8994-90260,5:00:00
9992-98954,6:00:00
11560-104853,5:00:00
65676-294334,7:30:00
60118-285817,5:00:00
75595-76281,5:00:00
9538-97148,5:00:00
25683-242127,5:00:00
29134-252021,5:30:00
75458-107451,7:30:00
7310-169926,5:00:00
50423-266950,6:00:00
47825-258524,5:30:00
28870-251724,6:00:00
7360-1050,5:30:00
14142-113644,5:30:00
7315-1049,5:00:00
56286-286649,8:00:00
7657-246185,5:30:00
61896-296408,5:30:00
76676-104742,8:00:00
9960-98404,5:30:00
7380-220964,5:30:00
13451-106956,5:00:00
3869-141270,8:00:00
7294-264424,5:00:00
48249-262068,5:30:00
61429-294578,5:00:00
65865-297824,5:00:00
17890-171967,8:00:00
11540-103906,5:30:00
2788-298597,5:00:00
76411-96651,8:00:00
56264-288984,8:00:00
9277-95484,8:30:00
7710-39860,6:00:00
13154-146884,7:30:00
13353-105357,5:30:00
76920-135784,8:00:00
5275-747,5:30:00
20538-186785,5:00:00
76949-131627,8:00:00
51275-241742,6:00:00
72145-8809,6:00:00
2639-55899,5:00:00
76275-90356,8:00:00
47692-256629,7:00:00
226-177445,5:30:00
18958-191084,7:00:00
2264-566,6:00:00
8954-94895,5:30:00
49894-271545,5:00:00
2378-6046,6:00:00
13530-107406,5:00:00
2732-85185,5:00:00
52137-280448,8:00:00
51055-277031,4:30:00
55603-282014,6:30:00
25513-241212,5:00:00
14236-115467,4:30:00
29235-251184,6:00:00
47495-146065,8:00:00
11723-104974,5:30:00
24255-236344,5:30:00
9708-97842,4:30:00
55208-288748,10:30:00
48804-265125,4:30:00
25514-241210,5:00:00
57587-286785,5:00:00
66586-299416,7:00:00
52461-270667,6:00:00
52460-270668,6:00:00
2624-49139,5:00:00
13539-107570,5:30:00
7285-1073,5:30:00
7587-18379,5:30:00
16628-169564,5:30:00
7277-986,6:00:00
7792-59799,5:30:00
14442-122904,6:00:00
7420-1902,6:30:00
17452-180204,5:30:00
7427-1917,6:00:00
13538-107927,5:30:00
9722-97890,5:30:00
7675-44919,6:00:00
7378-939,7:00:00
5072-80201,8:00:00
18860-193548,5:30:00
29896-255557,5:30:00
3421-93578,5:30:00
65313-299560,6:00:00
26028-243049,6:30:00
7316-1190,5:30:00
23044-227244,6:00:00
7586-26827,5:30:00
63832-298561,6:00:00
7622-22334,5:45:00
55085-288865,5:30:00
20161-203724,9:00:00
7403-1712,5:30:00
62869-296071,5:00:00
831-2028,5:30:00
20185-203785,5:30:00
64932-297422,6:00:00
7858-65800,5:15:00
7470-8467,5:30:00
56450-290146,5:30:00
17795-180024,5:45:00
7511-12733,6:30:00
75785-94746,10:00:00
21047-93484,3:30:00
11795-104594,5:00:00
8850-91100,5:00:00
7144-104152,7:30:00
72525-104991,7:00:00
2813-78681,5:00:00
53768-273274,6:00:00
59791-290361,8:00:00
58450-289851,6:30:00
63740-298047,6:00:00
63858-298426,7:00:00
62554-296439,5:30:00
733-587,5:30:00
498-52140,4:00:00
424-161,6:00:00
79620-106262,6:00:00
74135-26788,6:00:00
494-253968,5:00:00
47761-257707,6:00:00
19884-189744,5:00:00
74468-95924,6:00:00
59361-290869,4:30:00
48886-263964,6:00:00
434-288720,4:30:00
74103-22841,6:00:00
439-150,6:00:00
440-13,5:30:00
17765-173607,5:00:00
74424-93971,7:00:00
48908-259870,6:00:00
79622-104108,6:00:00
15430-155525,5:00:00
73593-24389,6:00:00
11978-103919,5:30:00
74279-74781,6:00:00
487-245066,4:30:00
14371-106825,4:30:00
461-1346,6:00:00
457-52,5:30:00
493-34280,5:00:00
9371-96415,5:00:00
13336-100888,4:30:00
73722-103424,6:00:00
73585-79748,6:00:00
76762-104588,7:00:00
16854-146048,6:00:00
6352-20899,4:30:00
6845-82020,5:30:00
19238-194244,5:30:00
73632-87500,6:00:00
6872-75940,5:30:00
29154-247767,5:00:00
47551-256564,4:30:00
8830-93513,5:00:00
10897-103435,5:30:00
60395-292794,4:30:00
5354-252648,5:00:00
73962-136615,6:00:00
17823-180505,4:30:00
74310-65059,6:00:00
21934-100817,5:00:00
72692-76605,7:00:00
51410-277146,5:00:00
74157-17756,6:00:00
6392-3134,5:00:00
58948-292533,5:00:00
47718-259426,5:00:00
74397-83225,6:00:00
57628-290941,5:00:00
72896-91821,6:00:00
19141-197867,6:00:00
5333-283206,4:30:00
53500-251991,6:00:00
74159-24007,6:00:00
74261-67760,6:00:00
60844-294747,4:30:00
47152-254732,5:00:00
72587-103419,6:00:00
55627-281104,6:30:00
6884-76063,5:00:00
74386-92938,6:00:00
74199-26807,6:00:00
6759-76042,5:00:00
74333-83620,6:00:00
49417-268904,5:00:00
75421-105054,7:00:00
79680-99500,6:00:00
5802-277292,5:00:00
49357-267627,8:00:00
11713-100730,5:00:00
25986-236504,6:00:00
20318-94720,6:00:00
13730-105930,8:00:00
79225-97083,5:00:00
3210-291629,4:30:00
72586-108362,6:00:00
59785-293421,6:00:00
74703-97837,6:00:00
3258-1900,4:30:00
13463-105317,4:30:00
10547-97408,5:00:00
5233-238080,4:30:00
14542-265884,4:30:00
74823-99514,5:00:00
3456-86220,4:30:00
13227-277750,4:30:00
74949-101845,6:00:00
19815-197110,6:00:00
21582-210186,8:00:00
74409-82477,6:00:00
2843-73243,5:00:00
51547-276615,5:30:00
65491-299415,6:00:00
9749-95869,4:30:00
74171-24531,6:00:00
5778-295088,4:30:00
55828-286822,4:30:00
5849-27427,4:30:00
6764-79423,5:00:00
76425-97418,8:00:00
74855-73627,5:00:00
11337-104551,5:00:00
74201-27650,6:00:00
10548-267965,5:00:00
3470-93614,5:00:00
5855-27407,4:30:00
79584-106671,6:00:00
48348-259405,4:30:00
21674-201809,0:00:00
6658-73840,4:30:00
76163-92527,8:00:00
6762-79380,4:30:00
5418-179167,4:30:00
79576-104114,5:30:00
79586-105478,6:00:00
10339-97406,4:30:00
2888-93243,4:30:00
17466-174585,5:30:00
8675-93618,5:00:00
11258-103526,5:00:00
7926-72900,8:30:00
76200-90365,7:00:00
79331-95685,6:00:00
57889-290240,5:00:00
72880-74386,6:00:00
22355-217605,6:00:00
2672-187027,5:30:00
16962-177064,8:00:00
79220-74403,7:00:00
10953-99802,5:00:00
10446-101061,5:00:00
51408-278226,5:30:00
49406-266564,6:00:00
17544-182086,6:00:00
72644-32302,7:00:00
52591-281840,5:00:00
76371-96999,8:00:00
8950-95423,5:00:00
9558-96981,5:30:00
59991-293547,8:00:00
10556-97944,5:00:00
20158-202944,6:00:00
2680-285813,5:00:00
66786-301000,6:00:00
65528-298494,5:30:00
65345-298809,6:00:00
48322-254625,6:00:00
75434-103674,6:00:00
52588-282187,6:00:00
76640-97591,8:00:00
25233-239986,6:00:00
21477-212024,6:00:00
62862-292934,5:30:00
72188-20782,7:00:00
9266-96097,5:30:00
72997-74399,6:00:00
51248-277124,5:00:00
54891-286841,5:00:00
76273-93200,8:00:00
21750-213705,5:00:00
54882-277298,6:00:00
54749-286546,6:00:00
72897-74390,6:30:00
25776-242245,6:30:00
72898-74393,6:00:00
15214-156752,8:00:00
11352-295989,5:00:00
62713-297251,5:30:00
66282-300573,6:00:00
11844-104431,5:00:00
49105-103574,6:00:00
79335-100336,6:00:00
22064-217446,5:00:00
50159-272945,8:00:00
61741-296089,5:00:00
11123-102603,5:00:00
27324-247263,5:00:00
79340-103320,6:00:00
73681-103338,6:00:00
17659-180018,7:00:00
47276-256047,6:00:00
53858-286034,6:00:00
60169-294174,6:00:00
76568-101400,8:00:00
25484-227605,5:30:00
29948-255746,6:00:00
11862-103659,6:00:00
52987-282746,6:00:00
21239-210245,4:30:00
52986-282745,6:00:00
59853-293193,8:00:00
9619-97642,5:00:00
26570-244451,4:30:00
11746-104778,0:00:00
10129-296399,4:30:00
74800-98365,6:00:00
29839-255026,7:00:00
18476-186804,5:00:00
13938-104015,5:00:00
79529-101065,6:00:00
79264-93868,6:00:00
74879-100329,6:00:00
74479-84400,6:00:00
75006-75246,6:00:00
5804-297595,5:00:00
6565-252647,5:00:00
73753-100345,6:00:00
